AC	GeneName	chr	strand	exonStart	exonEnd	upstreamEE	downstreamES	TCGA-2A-A8VL-01A	TCGA-2A-A8VO-01A	TCGA-2A-A8VT-01A	TCGA-2A-A8VV-01A	TCGA-2A-A8VX-01A	SRR1069209	SRR1069514	SRR1073069	SRR1074410	SRR1075126	SRR3146747	SRR3146769	SRR3146770	SRR3018011	SRR3018014	SRR4306657	SRR4306115	SRR4306118	SRR4306121	SRR4306381
ENSG00000156042.17_3	CFAP70	chr10	-	75032685	75032775	75029473	75034190	0.9245	0.6667	0.8182	0.7297	0.8519	0.6707	0.5556	0.7582	0.7949	0.6966	0.3333	0.9016	nan	0.6135	0.6599	0.6588	nan	0.8811	0.8232	0.7499
ENSG00000156042.17_3	CFAP70	chr10	-	75032685	75032775	75029473	75035203	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000156042.17_3	CFAP70	chr10	-	75036997	75037119	75035356	75037936	0.8095	0.8261	1.0	1.0	0.746	0.7484	0.7674	0.5833	0.7455	1.0	0.5	0.7714	0.1429	1.0	0.8723	0.5556	nan	1.0	0.9187	1.0
ENSG00000156042.17_3	CFAP70	chr10	-	75036997	75037119	75035356	75050983	0.75	1.0	1.0	1.0	0.8462	0.9385	0.8824	0.7333	0.6667	1.0	0.0	0.6	nan	1.0	1.0	1.0	nan	0.8909	1.0	1.0
ENSG00000156042.17_3	CFAP70	chr10	-	75037936	75038095	75035356	75050983	0.8333	1.0	1.0	1.0	0.8519	0.9298	0.92	0.8571	0.8065	1.0	0.6667	0.6471	1.0	1.0	1.0	1.0	nan	0.7778	1.0	1.0
ENSG00000156042.17_3	CFAP70	chr10	-	75108180	75108279	75107993	75113313	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000156110.13_3	ADK	chr10	+	76285013	76285184	76158337	76349039	0.9406	0.9592	0.9701	0.9123	0.9118	0.9692	0.9592	0.9167	0.9344	1.0	0.913	0.989	1.0	0.7455	0.7758	0.962	1.0	0.8471	0.8462	0.9493
ENSG00000156113.22_3	KCNMA1	chr10	-	78734244	78734331	78729825	78771724	0.0769	0.0588	0.1667	0.1429	0.0857	1.0	0.0877	nan	0.0857	0.1515	0.6	0.1429	0.0667	0.089	0.0	0.0666	nan	0.2142	nan	0.1365
ENSG00000156113.22_3	KCNMA1	chr10	-	78772276	78772315	78771801	78778770	0.2931	0.038	0.0	0.0216	0.0524	0.0	0.0113	0.4989	0.0	0.0766	0.1423	0.1107	0.0	0.0	0.0	0.0	nan	0.1148	1.0	0.0899
ENSG00000156113.22_3	KCNMA1	chr10	-	79253555	79253687	79163781	79397022	0.0	0.0	0.0303	0.0476	0.0	0.0	0.0667	nan	0.25	0.0833	0.0769	0.0	0.1667	0.0156	0.0	0.0811	nan	0.0262	nan	0.0886
ENSG00000156162.16_2	DPY19L4	chr8	+	95746857	95746982	95738669	95750596	1.0	0.8462	0.9123	1.0	0.625	0.9091	0.8571	0.5	0.6471	0.8	0.7714	0.7143	0.8462	0.5385	0.828	0.6742	1.0	1.0	0.6	0.7035
ENSG00000156170.12_3	NDUFAF6	chr8	+	95987545	95987643	95970407	95988044	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1429	0.5556	1.0	1.0	0.4615	1.0	1.0	nan	0.5359	nan	0.6955	1.0	1.0
ENSG00000156170.12_3	NDUFAF6	chr8	+	95987545	95987643	95970407	95993082	0.6667	0.25	0.4667	0.44	0.4286	0.5556	0.2941	nan	1.0	0.6	0.75	0.3043	1.0	0.5593	0.0	0.4508	nan	0.7174	1.0	0.1966
ENSG00000156170.12_3	NDUFAF6	chr8	+	95988044	95988211	95987643	95993086	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	nan	nan	nan	1.0	nan	1.0	nan	1.0	1.0	0.0
ENSG00000156170.12_3	NDUFAF6	chr8	+	96046235	96046350	96037433	96047681	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333	0.9355	nan	nan	0.8072	1.0	0.4872
ENSG00000156170.12_3	NDUFAF6	chr8	+	96046235	96046350	96044326	96047681	0.6	0.2	0.3103	1.0	0.7143	0.3333	0.1429	1.0	0.7714	0.5	0.5	0.6667	1.0	0.3333	0.9574	0.5063	nan	0.748	0.619	0.3704
ENSG00000156170.12_3	NDUFAF6	chr8	+	96048529	96048722	96047804	96053797	0.087	0.102	0.0909	0.2063	0.1667	0.4615	0.1163	0.1429	0.25	0.3125	0.2	0.0682	0.0588	0.2667	0.1667	0.1231	nan	0.181	0.3333	0.1317
ENSG00000156170.12_3	NDUFAF6	chr8	+	96048598	96048722	96047804	96053797	0.0667	0.0833	0.1089	0.1667	0.1489	0.4815	0.05	0.0769	0.2075	0.1852	0.1111	0.1087	0.0588	0.3714	0.1941	0.0988	nan	0.2217	0.3258	0.159
ENSG00000156170.12_3	NDUFAF6	chr8	+	96056704	96056823	96053854	96057772	0.087	0.0667	0.0789	0.1765	0.0196	0.0526	0.2083	0.0	0.0612	0.0	0.1	0.0889	0.0	0.0196	0.0651	0.09	nan	0.1231	0.0294	0.1149
ENSG00000156171.14_2	DRAM2	chr1	-	111665237	111665265	111663315	111668848	0.1127	0.5142	0.7176	0.3884	0.1747	0.0	0.1282	0.1553	1.0	1.0	nan	0.0993	nan	nan	1.0	0.1398	nan	0.4405	nan	0.1597
ENSG00000156171.14_2	DRAM2	chr1	-	111667363	111667503	111663315	111668848	0.9145	0.9444	0.9872	0.9368	0.9362	0.878	0.8592	0.7949	1.0	1.0	1.0	0.7778	1.0	1.0	1.0	0.8535	1.0	0.9778	1.0	0.8554
ENSG00000156171.14_2	DRAM2	chr1	-	111682122	111682288	111680208	111682659	0.4545	0.4286	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6703	1.0	0.4286	0.6885	0.5077	1.0	1.0	1.0	0.0129
ENSG00000156171.14_2	DRAM2	chr1	-	111682209	111682333	111680208	111682659	0.3023	0.2941	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4643	1.0	0.0	0.0732	0.25	nan	1.0	1.0	0.2042
ENSG00000156239.11_2	N6AMT1	chr21	-	30252191	30252275	30250655	30254481	0.8667	1.0	0.8868	0.8	0.6522	0.7826	0.6563	0.8947	0.871	0.7358	0.7273	0.625	0.6	0.8677	0.8289	0.5806	nan	0.8617	0.7602	0.8862
ENSG00000156253.6_2	RWDD2B	chr21	-	30380560	30380628	30380444	30380715	0.9032	0.8621	0.8384	0.9219	0.5814	0.7601	0.7464	1.0	0.6191	0.7496	1.0	0.7948	1.0	0.9545	0.7823	0.6921	nan	0.8682	0.8835	0.5839
ENSG00000156253.6_2	RWDD2B	chr21	-	30381915	30382013	30380942	30391531	0.0833	0.125	0.2771	0.1026	0.2381	0.027	0.0244	0.25	0.1556	0.1892	0.1724	0.0357	0.0909	0.0534	0.0406	0.3587	nan	0.0	1.0	0.0965
ENSG00000156253.6_2	RWDD2B	chr21	-	30381947	30382013	30380942	30391531	0.0	0.0667	0.1429	0.0411	0.0857	0.0289	0.0	0.082	0.0534	0.0345	0.1515	0.0	0.1385	0.0111	0.0	0.0973	nan	0.0	nan	0.0309
ENSG00000156265.15_2	MAP3K7CL	chr21	+	30505626	30505735	30464902	30521509	0.5	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	0.6	1.0	1.0	1.0	0.9583	0.7143	nan	0.8596	1.0	0.7143
ENSG00000156265.15_2	MAP3K7CL	chr21	+	30505626	30505735	30481504	30521509	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6667	1.0	1.0	nan	nan	nan	1.0	0.9787	1.0	nan	1.0	1.0	1.0
ENSG00000156313.12_3	RPGR	chrX	-	38146346	38146498	38136025	38150211	nan	nan	nan	nan	nan	1.0	0.7895	0.2	1.0	0.7419	1.0	0.5	0.0	0.9535	0.8018	nan	nan	0.8519	0.5294	0.4016
ENSG00000156313.12_3	RPGR	chrX	-	38146346	38147294	38136025	38150211	0.75	0.8462	1.0	0.7727	0.7949	1.0	0.8571	0.3333	1.0	0.8095	1.0	0.6923	0.3333	0.9592	0.8543	0.6604	nan	0.8667	0.6522	0.528
ENSG00000156313.12_3	RPGR	chrX	-	38147113	38147294	38136025	38150211	0.5	0.6923	1.0	0.5652	0.6522	1.0	0.6923	0.2	1.0	0.619	1.0	0.5556	0.3333	0.75	0.6452	0.3077	nan	0.4286	0.4286	0.3091
ENSG00000156345.17_2	CDK20	chr9	-	90584710	90584834	90584264	90585690	0.8	0.4	0.8095	0.7391	0.7778	0.3333	0.6522	0.5	0.8947	1.0	nan	1.0	nan	0.7576	0.8889	0.6667	nan	1.0	1.0	0.7895
ENSG00000156345.17_2	CDK20	chr9	-	90585482	90585545	90584264	90585690	0.7143	0.4	0.6	0.625	0.3333	0.3046	0.2911	0.5778	0.7324	1.0	1.0	1.0	1.0	0.0716	0.3817	0.1701	nan	1.0	nan	0.5193
ENSG00000156345.17_2	CDK20	chr9	-	90585482	90585545	90584834	90585690	0.8	1.0	1.0	1.0	1.0	1.0	0.5226	0.8141	0.8041	0.6215	1.0	1.0	1.0	1.0	0.8606	0.6387	nan	1.0	1.0	0.8475
ENSG00000156374.14_2	PCGF6	chr10	-	105093681	105093709	105086389	105104780	1.0	1.0	1.0	0.805	1.0	0.8803	1.0	1.0	0.8547	1.0	1.0	0.7294	1.0	1.0	1.0	0.8934	nan	1.0	1.0	1.0
ENSG00000156374.14_2	PCGF6	chr10	-	105106994	105107054	105104889	105108472	1.0	1.0	1.0	1.0	1.0	0.0	0.5613	1.0	0.8484	1.0	1.0	1.0	1.0	1.0	1.0	0.6649	nan	1.0	0.2954	0.7238
ENSG00000156374.14_2	PCGF6	chr10	-	105107151	105107207	105104889	105108472	1.0	nan	1.0	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000156381.8_3	ANKRD9	chr14	-	102974977	102975183	102974886	102975865	0.3611	0.6667	0.9	0.8667	0.6296	0.9508	0.65	0.9149	0.9512	1.0	0.4483	0.8889	0.875	1.0	nan	0.5476	nan	1.0	1.0	0.8333
ENSG00000156398.12_2	SFXN2	chr10	+	104476345	104476468	104474438	104486368	0.0417	0.0508	0.0882	0.0	0.2	0.0	0.0588	0.3333	0.0526	0.1724	0.0	0.2222	0.0	0.0492	0.0233	0.1613	0.0	0.0	nan	0.0968
ENSG00000156398.12_2	SFXN2	chr10	+	104476370	104476468	104474438	104486368	0.0612	0.082	0.1507	0.0145	0.3333	0.0	0.1111	0.3333	0.1	0.1724	0.0	0.2222	0.0	0.0577	0.0312	0.2371	0.0	0.0	1.0	0.1403
ENSG00000156398.12_2	SFXN2	chr10	+	104477459	104477537	104474438	104486368	0.0417	0.0508	0.0	0.0145	0.0	0.0	0.1111	0.0	0.0	0.04	0.0	0.0	0.0	0.0806	0.0089	0.0415	0.0	0.0	1.0	0.0747
ENSG00000156398.12_2	SFXN2	chr10	+	104487431	104487548	104486914	104488187	0.0233	0.0233	0.1692	0.0	0.0909	0.0526	0.0196	0.0	0.0222	0.0303	0.0	0.2857	0.0	0.0071	0.0336	0.0265	nan	0.1892	0.1733	0.0289
ENSG00000156398.12_2	SFXN2	chr10	+	104489075	104489151	104488286	104489479	0.9143	1.0	0.8621	0.9412	1.0	0.7037	0.5758	1.0	0.7188	0.9412	0.2	0.6	0.8333	0.9423	0.3408	0.8867	nan	0.6847	0.7552	0.9032
ENSG00000156411.9_2	C14orf2	chr14	-	104380815	104380970	104379031	104381402	1.0	1.0	0.7143	0.25	1.0	1.0	1.0	1.0	1.0	nan	1.0	1.0	1.0	1.0	nan	0.7037	nan	1.0	nan	0.8333
ENSG00000156411.9_2	C14orf2	chr14	-	104380815	104380970	104380321	104387806	0.5918	0.0667	0.2727	0.0625	0.1273	0.0	0.0	0.0909	0.0526	0.4286	1.0	0.3333	0.0	0.0	0.0476	0.0417	1.0	0.3704	0.0	0.5
ENSG00000156411.9_2	C14orf2	chr14	-	104387276	104387545	104380321	104387806	0.0476	0.0667	0.0769	0.1176	0.0588	0.0909	0.0	0.0909	0.0526	0.3333	1.0	0.25	0.0	0.0769	0.2857	0.1481	nan	0.2609	0.125	0.6923
ENSG00000156453.13_3	PCDH1	chr5	-	141235788	141235827	141234001	141236816	0.035	0.0408	0.0903	0.0632	0.0	0.028	0.0	0.0486	0.0595	0.0866	0.0	0.0586	0.5703	0.0509	0.0433	0.0189	0.0	0.1111	0.0	0.0405
ENSG00000156502.13_3	SUPV3L1	chr10	+	70942275	70942410	70940318	70945742	0.1111	0.0	0.1489	0.0588	0.1765	0.0	0.0968	0.0	0.0	0.25	0.0526	0.0526	0.1282	0.0228	0.0218	0.152	0.0	0.0	0.0	0.0423
ENSG00000156504.16_2	FAM122B	chrX	-	133906172	133906313	133905384	133915850	0.7143	0.8571	0.95	0.8974	0.931	0.8378	0.7419	0.8462	0.7193	0.6596	0.8824	0.9118	0.2727	1.0	0.7282	0.871	1.0	0.9836	1.0	0.9653
ENSG00000156504.16_2	FAM122B	chrX	-	133923609	133923666	133923296	133927844	0.3158	0.4118	0.5126	0.3333	0.2941	0.3416	0.4449	0.5887	0.5338	0.4365	0.1805	0.3715	nan	0.3482	0.4165	0.2728	1.0	0.1859	0.3215	0.2778
ENSG00000156521.13_2	TYSND1	chr10	-	71902423	71902609	71899897	71905176	0.9208	0.9048	0.907	0.9341	0.8876	0.96	0.8919	1.0	0.9706	1.0	1.0	0.8333	0.75	0.8466	0.9529	0.954	nan	nan	nan	nan
ENSG00000156521.13_2	TYSND1	chr10	-	71903597	71903728	71899897	71905176	0.8367	0.8182	0.8481	0.88	0.75	0.8667	0.7714	1.0	0.9286	1.0	1.0	0.5556	0.7778	0.9712	0.8095	0.9394	nan	0.5676	1.0	0.8417
ENSG00000156642.16_2	NPTN	chr15	-	73884306	73884410	73866136	73925465	0.75	0.2	0.619	0.7778	1.0	1.0	0.6364	0.6	0.1429	0.0	1.0	0.25	nan	0.3333	0.0	0.4	nan	1.0	nan	0.234
ENSG00000156675.15_2	RAB11FIP1	chr8	-	37728795	37730697	37728046	37732032	0.0811	0.1053	0.3115	0.2188	0.1818	0.1111	0.1667	0.1429	0.2195	0.1892	0.4907	0.2787	0.5556	0.1568	0.2308	0.3301	nan	0.36	0.4286	0.249
ENSG00000156735.10_2	BAG4	chr8	+	38050205	38050313	38034657	38065029	1.0	1.0	0.9048	0.7778	1.0	0.5	0.3333	1.0	0.8571	1.0	1.0	0.5	0.8286	0.8519	0.9615	0.7485	nan	0.75	1.0	0.7906
ENSG00000156787.16_3	TBC1D31	chr8	+	124140520	124140753	124138927	124141309	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.4286	0.6486	0.7778	1.0	1.0	1.0	0.8614
ENSG00000156787.16_3	TBC1D31	chr8	+	124146353	124146446	124142573	124153000	1.0	0.7778	1.0	1.0	0.8667	0.7143	1.0	1.0	1.0	1.0	0.6667	0.8235	0.5	1.0	0.8554	0.8845	nan	0.9507	1.0	0.906
ENSG00000156787.16_3	TBC1D31	chr8	+	124154501	124154696	124153141	124156956	0.8947	0.4737	0.8	0.2727	1.0	0.0	0.0	1.0	0.0769	1.0	1.0	0.75	1.0	1.0	1.0	0.9103	nan	0.4754	1.0	0.7928
ENSG00000156795.6_3	WDYHV1	chr8	+	124447681	124447782	124442273	124448692	0.1707	0.1613	0.1642	0.12	0.1765	0.08	0.0588	0.25	0.1282	0.1304	0.12	0.0323	0.0	0.1884	0.4406	0.2208	nan	0.3191	0.1605	0.2819
ENSG00000156804.7_2	FBXO32	chr8	-	124526479	124526573	124518814	124544137	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000156831.7_3	NSMCE2	chr8	+	126114255	126114388	126104200	126114558	0.4687	0.5909	0.6818	0.5641	0.4947	0.3333	0.7143	0.6364	0.6552	0.7857	0.7143	0.7273	0.875	0.3469	0.8538	0.6066	nan	0.8095	0.1111	0.7556
ENSG00000156831.7_3	NSMCE2	chr8	+	126114292	126114388	126104200	126114558	0.5405	0.617	0.7565	0.6458	0.52	0.3889	0.7447	0.75	0.7222	0.7391	0.8	0.6842	0.9091	0.3319	0.8828	0.6735	nan	0.8368	0.7383	0.7692
ENSG00000156831.7_3	NSMCE2	chr8	+	126168241	126168340	126163519	126194344	0.0	0.0313	0.0577	0.0413	0.0382	0.0857	0.1273	0.037	0.1579	0.0704	0.1489	0.125	0.0625	0.0673	0.0621	0.0169	nan	0.0523	0.0094	0.0361
ENSG00000156858.11_2	PRR14	chr16	+	30662313	30662448	30662127	30662916	0.2889	0.3333	0.2344	0.0986	0.3077	0.2105	0.2973	0.1667	0.102	0.2414	0.1765	0.7333	0.4286	0.7032	0.2	0.1742	0.0	0.0495	0.4	0.1339
ENSG00000156860.15_3	FBRS	chr16	+	30672500	30672536	30671763	30673740	0.8545	0.8297	0.9024	0.945	0.6825	0.4962	0.7542	1.0	0.8483	0.5769	0.8774	1.0	0.8036	0.4431	0.4255	0.7827	nan	1.0	0.8163	0.5759
ENSG00000156860.15_3	FBRS	chr16	+	30672624	30672654	30671763	30673740	0.8718	0.8477	0.9149	0.966	0.746	0.5618	0.7771	1.0	0.8948	0.419	0.7426	1.0	0.419	0.8798	0.6079	0.8926	1.0	1.0	0.9029	0.7012
ENSG00000156869.12_2	FRRS1	chr1	-	100176910	100177088	100176505	100177660	0.0909	0.2	0.0769	0.0	nan	0.6	0.0	0.2	0.75	0.6	0.3333	0.3333	0.0566	0.0	0.2	0.0	0.0	0.0	nan	0.0
ENSG00000156869.12_2	FRRS1	chr1	-	100182965	100183081	100181228	100185089	0.7333	1.0	0.8333	1.0	1.0	0.8571	1.0	1.0	0.8667	1.0	1.0	1.0	1.0	1.0	1.0	0.9649	nan	0.5833	1.0	0.9762
ENSG00000156873.15_3	PHKG2	chr16	+	30767675	30767841	30764878	30767910	nan	nan	nan	nan	nan	0.9412	0.9733	0.9048	0.9549	0.9565	0.9286	0.875	1.0	0.8676	0.8621	nan	1.0	0.8927	1.0	0.9167
ENSG00000156931.15_3	VPS8	chr3	+	184611021	184611200	184603944	184612490	0.0	0.1429	0.0847	0.0	0.0	0.2222	0.0588	0.5385	0.1429	0.2143	0.0435	0.4167	0.0	0.1818	0.144	0.1181	nan	0.2449	0.0	0.0556
ENSG00000156958.14_3	GALK2	chr15	+	49453936	49454058	49448213	49493358	0.1667	0.0	0.4286	0.1579	0.0	0.25	0.75	0.2	0.0435	0.36	0.5	0.3077	0.1429	0.1392	0.1538	0.3617	nan	0.5	0.6	0.3421
ENSG00000156958.14_3	GALK2	chr15	+	49453960	49454058	49448213	49493358	0.2857	0.2	0.4118	0.2	0.0	0.0769	0.5	0.2	0.0435	0.3333	0.4	0.25	0.0	0.1299	0.1751	0.3045	nan	0.2024	0.6036	0.2213
ENSG00000156958.14_3	GALK2	chr15	+	49487281	49487411	49448213	49493358	0.0909	0.0	0.0476	0.0	0.0	0.0	0.3333	0.0	0.0	0.1111	0.1429	0.0526	0.0	0.0	0.0045	0.0164	nan	0.3333	0.0	0.0196
ENSG00000156958.14_3	GALK2	chr15	+	49574183	49574282	49531564	49584523	0.8929	0.931	1.0	1.0	1.0	1.0	0.7714	1.0	0.9	1.0	1.0	0.8378	1.0	1.0	0.7868	nan	nan	1.0	1.0	0.9709
ENSG00000156958.14_3	GALK2	chr15	+	49611168	49611313	49584734	49611800	0.0435	0.1351	0.0526	0.0278	0.1333	0.1379	0.0909	0.2917	0.0909	0.1622	0.0769	0.1	0.0	0.0377	0.0678	0.0631	nan	0.0756	0.1333	0.0078
ENSG00000156968.8_3	MPV17L	chr16	+	15494643	15494714	15490064	15501680	0.6	1.0	0.7391	0.5714	0.7143	0.6742	0.5085	0.3409	0.6081	nan	0.7563	1.0	0.3409	0.7139	0.8937	0.6613	nan	0.4396	1.0	0.3929
ENSG00000156976.16_3	EIF4A2	chr3	+	186502750	186502890	186502485	186503671	0.8301	0.775	0.7844	0.8006	0.6632	0.6239	0.7999	0.787	0.714	0.7162	0.8731	0.8224	0.7905	0.7004	0.5939	0.7669	0.5037	0.4367	0.4453	0.8503
ENSG00000156976.16_3	EIF4A2	chr3	+	186506098	186506205	186505671	186506913	0.1363	0.0811	0.0324	0.052	0.1069	0.0807	0.0312	0.0256	0.1274	0.0624	0.0248	0.1053	0.0565	0.0581	0.0774	0.0791	0.2314	0.4122	0.2251	0.0275
ENSG00000156976.16_3	EIF4A2	chr3	+	186506098	186506209	186505671	186506913	0.1635	0.1149	0.0478	0.0721	0.1345	0.1281	0.0441	0.0345	0.1658	0.0734	0.0288	0.1275	0.0596	0.0613	0.1017	0.0967	0.2414	0.445	0.2358	0.0352
ENSG00000156983.15_3	BRPF1	chr3	+	9785907	9786192	9785585	9786691	0.8222	1.0	0.7582	0.9444	0.9487	0.7925	0.8361	0.8333	1.0	0.9394	1.0	1.0	1.0	0.8939	0.5897	0.9218	nan	0.871	1.0	0.9518
ENSG00000157014.10_3	TATDN2	chr3	+	10320347	10320444	10320146	10320568	0.4091	0.3191	0.3417	0.3563	0.3864	0.4177	0.3136	0.4699	0.3544	0.5122	0.7576	0.3077	0.2	0.2708	0.3851	0.1695	1.0	0.412	0.2639	0.307
ENSG00000157020.17_3	SEC13	chr3	-	10360822	10360856	10359778	10362192	0.0	0.0	0.2814	0.0507	0.3701	0.0	0.0	0.0	0.0507	0.5102	0.0	0.0	nan	0.2312	nan	0.1145	nan	0.0	nan	0.0
ENSG00000157036.12_3	EXOG	chr3	+	38538333	38538420	38538021	38539119	nan	0.0	0.0	0.25	0.0	1.0	0.0	nan	nan	nan	nan	0.125	0.3333	0.0068	0.0	0.071	nan	0.0	nan	0.3655
ENSG00000157036.12_3	EXOG	chr3	+	38539119	38539269	38538021	38542845	1.0	1.0	0.7647	1.0	1.0	nan	1.0	nan	1.0	1.0	1.0	1.0	1.0	1.0	0.9111	0.8182	nan	1.0	nan	0.871
ENSG00000157045.8_2	NTAN1	chr16	-	15141711	15141777	15141407	15149747	0.875	0.9583	0.9538	0.8889	0.9119	0.9565	0.8614	0.9593	0.9703	0.8685	0.8893	0.8654	1.0	1.0	0.9719	0.9797	1.0	0.9594	1.0	0.9714
ENSG00000157045.8_2	NTAN1	chr16	-	15141853	15141956	15141407	15149747	nan	nan	nan	nan	nan	0.75	0.6296	0.8889	0.8667	0.625	nan	nan	nan	nan	nan	0.9667	nan	nan	nan	nan
ENSG00000157045.8_2	NTAN1	chr16	-	15141853	15141956	15141777	15149747	0.5168	0.6279	0.7183	0.7222	0.7229	0.6429	0.7576	0.8723	0.5278	0.7447	0.76	0.814	0.7447	0.8367	0.75	0.8068	1.0	0.8889	0.825	0.7537
ENSG00000157045.8_2	NTAN1	chr16	-	15141934	15141956	15141777	15149747	0.2118	0.2799	0.3964	0.2931	0.351	0.0	0.2266	0.5102	0.1553	0.2066	0.6098	0.1634	0.2066	0.5081	0.0	0.3868	nan	0.6024	0.3937	0.3224
ENSG00000157106.12	SMG1	chr16	-	18896862	18896988	18896484	18902184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157106.12	SMG1	chr16	-	18911308	18911366	18908278	18937271	1.0	0.5	0.5849	0.4286	1.0	0.5319	0.0	1.0	0.4153	0.6944	0.1206	1.0	0.431	0.4592	0.2081	0.1922	nan	0.2415	nan	0.2765
ENSG00000157107.13_3	FCHO2	chr5	+	72349986	72349998	72348334	72354259	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan
ENSG00000157107.13_3	FCHO2	chr5	+	72370568	72370680	72364606	72377609	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157110.15_3	RBPMS	chr8	+	30402010	30402141	30361953	30404808	0.8804	0.8968	0.8816	0.8497	0.8646	0.8903	0.9367	0.9314	0.8742	0.8959	0.9444	0.9412	1.0	1.0	0.9827	0.9424	1.0	0.922	0.9835	0.9732
ENSG00000157110.15_3	RBPMS	chr8	+	30402680	30402737	30361953	30404808	0.12	0.1351	0.1429	0.122	0.0714	0.1435	0.0649	0.0871	0.0568	0.1643	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157110.15_3	RBPMS	chr8	+	30407016	30407102	30361953	30416403	0.0	0.0	0.0	0.1429	0.0	0.1515	0.0	0.0	0.0588	0.2	1.0	1.0	0.0	1.0	nan	nan	nan	nan	nan	nan
ENSG00000157131.10_2	C8A	chr1	+	57341734	57341882	57340766	57347117	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan
ENSG00000157181.15_3	C1orf27	chr1	+	186357573	186357680	186355215	186359842	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157193.15_3	LRP8	chr1	-	53715051	53715228	53712728	53716361	0.3333	1.0	0.7143	1.0	1.0	1.0	0.6364	nan	1.0	0.3333	0.7143	0.697	nan	0.5676	0.427	0.381	0.0	0.5814	nan	0.2577
ENSG00000157193.15_3	LRP8	chr1	-	53722911	53723136	53720857	53723990	0.6	0.5	0.8824	1.0	1.0	1.0	1.0	1.0	0.75	1.0	1.0	1.0	0.3333	1.0	0.9049	0.9072	nan	0.92	1.0	0.9175
ENSG00000157193.15_3	LRP8	chr1	-	53723680	53723746	53723136	53723990	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0534	0.0	0.0309	0.0163	0.0233	nan	0.1513	0.2878	0.0051
ENSG00000157212.18_2	PAXIP1	chr7	-	154777726	154777889	154775042	154782715	0.25	0.0	0.2	0.0588	0.25	0.0667	0.4545	0.3333	0.1053	0.2	0.1667	0.2	0.4	0.3711	0.1207	0.1429	nan	0.2632	0.0	0.1558
ENSG00000157214.13_3	STEAP2	chr7	+	89845804	89845917	89841359	89854363	0.7907	0.9733	0.7429	0.7882	0.92	0.8621	0.7273	0.6	0.7292	0.7419	0.44	nan	0.5714	0.5196	0.6525	0.3333	nan	0.5882	1.0	0.25
ENSG00000157214.13_3	STEAP2	chr7	+	89845804	89845917	89841359	89859185	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157214.13_3	STEAP2	chr7	+	89845808	89845917	89841359	89854363	0.7722	0.9706	0.6926	0.7534	0.9167	0.8621	0.625	0.5789	0.6867	0.7073	0.3333	nan	0.52	0.3285	0.6415	0.3333	nan	0.4815	1.0	0.1429
ENSG00000157214.13_3	STEAP2	chr7	+	89854363	89854888	89841359	89859185	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157216.15_2	SSBP3	chr1	-	54723741	54723822	54708972	54747110	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000157216.15_2	SSBP3	chr1	-	54723741	54723822	54717533	54747110	0.9545	0.913	1.0	0.9608	0.8919	0.6	0.4286	1.0	0.8333	0.6364	0.3333	0.625	0.6	1.0	0.9302	0.8377	1.0	0.8085	1.0	0.9284
